strategy_id,ticker,return_contribution,abs_share
top5_voltarget15p_w20,CRM,-0.009044488012174,0.0103412121843092
top5_voltarget15p_w20,NFLX,0.0073902073660384,0.0084497544090258
top5_voltarget15p_w20,AVGO,0.0032911535739591,0.0037630120570284
top5_voltarget15p_w20,META,-0.0019385551518986,0.0022164892174975
top5_voltarget15p_w20,GLD,0.0018347531377889,0.002097804925847
top5_voltarget15p_w20,SOXX,-0.0016315185274987,0.0018654322116173
top5_voltarget15p_w20,PANW,0.0013501071145368,0.0015436743488606
top5_voltarget15p_w20,QQQ,0.0011388699655802,0.0013021517579049
top5_voltarget15p_w20,SNOW,-0.0006017129731064,0.0006879816215765
top5_voltarget15p_w20,UPRO,0.0,0.0
top5_voltarget15p_w20,TLT,0.0,0.0
top5_voltarget15p_w20,AAPL,0.0,0.0
top5_voltarget15p_w20,SPY,0.0,0.0
top5_voltarget15p_w20,SHY,0.0,0.0
top5_voltarget15p_w20,MSFT,0.0,0.0
top5_voltarget15p_w20,IWM,0.0,0.0
top5_voltarget15p_w20,GOOGL,0.0,0.0
top5_voltarget15p_w20,AMZN,0.0,0.0
top5_voltarget15p_w20,XLK,0.0,0.0
top5_voltarget15p_w60,PLTR,0.1500622470142787,0.1608492712972065
top5_voltarget15p_w60,MSTR,0.1457622568205031,0.1562401820491419
top5_voltarget15p_w60,NET,0.1242746001024641,0.1332079138154653
top5_voltarget15p_w60,NVDA,0.1132884902341428,0.121432082106492
top5_voltarget15p_w60,INTC,0.1071225287144324,0.1148228886749311
top5_voltarget15p_w60,MU,0.0469494113573039,0.050324307111945
top5_voltarget15p_w60,AMD,0.0455174253916493,0.0487893847469517
top5_voltarget15p_w60,SHOP,0.0349135600385744,0.0374232746898799
top5_voltarget15p_w60,ADBE,-0.0272612308924354,0.0292208680794704
top5_voltarget15p_w60,CRWD,0.0259913643466023,0.0278597188723515
top5_voltarget15p_w60,UBER,-0.0199707718329807,0.0214063441038043
top5_voltarget15p_w60,QLD,0.0180283615294722,0.0193243062288829
top5_voltarget15p_w60,TQQQ,0.0155656692498646,0.0166845866026238
top5_voltarget15p_w60,NOW,0.0149207633446297,0.0159933224973859
top5_voltarget15p_w60,NFLX,0.012593150479834,0.0134983922893319
top5_voltarget15p_w60,SSO,0.0070853884948171,0.0075947121872732
top5_voltarget15p_w60,AVGO,0.0055677233041912,0.0059679516606094
top5_voltarget15p_w60,ORCL,-0.0043322387619433,0.004643655961501
top5_voltarget15p_w60,TSLA,-0.0042627428372563,0.0045691644150498
top5_voltarget15p_w60,CRM,-0.0029123554506114,0.0031217062339785
top5_voltarget15p_w60,SOXX,-0.0020567887341676,0.0022046382463651
top5_voltarget15p_w60,GLD,0.0014313591607846,0.001534250503092
top5_voltarget15p_w60,META,-0.0011863947202593,0.0012716771208044
top5_voltarget15p_w60,PANW,0.0011162215030011,0.0011964595955098
top5_voltarget15p_w60,SNOW,-0.0006152756346063,0.0006595039021635
top5_voltarget15p_w60,QQQ,-0.0001487446940416,0.0001594370077881
top5_voltarget15p_w60,UPRO,0.0,0.0
top5_voltarget15p_w60,TLT,0.0,0.0
top5_voltarget15p_w60,AAPL,0.0,0.0
top5_voltarget15p_w60,SPY,0.0,0.0
top5_voltarget15p_w60,SHY,0.0,0.0
top5_voltarget15p_w60,MSFT,0.0,0.0
top5_voltarget15p_w60,IWM,0.0,0.0
top5_voltarget15p_w60,GOOGL,0.0,0.0
top5_voltarget15p_w60,AMZN,0.0,0.0
top5_voltarget15p_w60,XLK,0.0,0.0
top5_voltarget20p_w20,PLTR,0.1682418287969379,0.1533064056120695
top5_voltarget20p_w20,INTC,0.1450995902966035,0.1322185856111015
top5_voltarget20p_w20,NET,0.1394037393134481,0.1270283754988263
top5_voltarget20p_w20,NVDA,0.1391548113519901,0.1268015457544021
top5_voltarget20p_w20,MSTR,0.0689627851890575,0.0628407144283497
top5_voltarget20p_w20,SHOP,0.0580165730519225,0.05286623632257
top5_voltarget20p_w20,MU,0.0576948665374785,0.0525730888351463
top5_voltarget20p_w20,AMD,0.0513197605116932,0.0467639235568218
top5_voltarget20p_w20,QLD,0.0443301744189858,0.0403948277840791
top5_voltarget20p_w20,ORCL,-0.0331299925429022,0.0301889257328344
top5_voltarget20p_w20,UBER,-0.0299075199626708,0.0272525234600382
top5_voltarget20p_w20,SSO,0.0238717261116934,0.021752548412658
top5_voltarget20p_w20,CRWD,0.0234676454385852,0.0213843394124676
top5_voltarget20p_w20,ADBE,-0.0214480787374484,0.0195440568022565
top5_voltarget20p_w20,TQQQ,0.0209984972802809,0.0191343862838067
top5_voltarget20p_w20,TSLA,0.0198996584376543,0.0181330952581763
top5_voltarget20p_w20,NOW,0.018902923795211,0.017224844281147
top5_voltarget20p_w20,NFLX,0.0098536098213846,0.00897886996844
top5_voltarget20p_w20,CRM,-0.0090542880166795,0.0082505067921541
top5_voltarget20p_w20,AVGO,0.0043882047652789,0.0039986482818529
top5_voltarget20p_w20,META,-0.0025847402025314,0.0023552836576056
top5_voltarget20p_w20,GLD,0.0024463375170519,0.0022291674688454
top5_voltarget20p_w20,QQQ,0.0024044247792294,0.0021909754732467
top5_voltarget20p_w20,PANW,0.0018001428193824,0.0016403377638089
top5_voltarget20p_w20,SNOW,-0.0008022839641419,0.0007310623743353
top5_voltarget20p_w20,SOXX,-0.0002378389820007,0.000216725172959
top5_voltarget20p_w20,UPRO,0.0,0.0
top5_voltarget20p_w20,TLT,0.0,0.0
top5_voltarget20p_w20,AAPL,0.0,0.0
top5_voltarget20p_w20,SPY,0.0,0.0
top5_voltarget20p_w20,SHY,0.0,0.0
top5_voltarget20p_w20,MSFT,0.0,0.0
top5_voltarget20p_w20,IWM,0.0,0.0
top5_voltarget20p_w20,GOOGL,0.0,0.0
top5_voltarget20p_w20,AMZN,0.0,0.0
top5_voltarget20p_w20,XLK,0.0,0.0
top5_voltarget20p_w60,PLTR,0.168454411157283,0.1514325633509062
top5_voltarget20p_w60,NET,0.1487501946475238,0.133719402891676
top5_voltarget20p_w60,INTC,0.1428300382859099,0.1283974617972377
top5_voltarget20p_w60,MSTR,0.1394982232511086,0.1254023173669742
top5_voltarget20p_w60,NVDA,0.1320482230959022,0.1187051189219053
top5_voltarget20p_w60,MU,0.0625992151430719,0.0562737392731101
